area_name,year,sub_group_name,cases_property_recovered,cases_property_stolen
West Bengal,2009,7. Total Property Stolen & Recovered,4801,21586
Andaman & Nicobar Islands,2010,7. Total Property Stolen & Recovered,90,219
Andhra Pradesh,2010,7. Total Property Stolen & Recovered,19848,36407
Arunachal Pradesh,2010,7. Total Property Stolen & Recovered,287,831
Assam,2010,7. Total Property Stolen & Recovered,1974,13694
Bihar,2010,7. Total Property Stolen & Recovered,3180,22727
Chandigarh,2010,7. Total Property Stolen & Recovered,725,2055
Chhattisgarh,2010,7. Total Property Stolen & Recovered,3623,10569
Dadra & Nagar Haveli,2010,7. Total Property Stolen & Recovered,51,123
Daman & Diu,2010,7. Total Property Stolen & Recovered,32,85
Delhi,2010,7. Total Property Stolen & Recovered,6500,28118
Goa,2010,7. Total Property Stolen & Recovered,434,1483
Gujarat,2010,7. Total Property Stolen & Recovered,7689,23839
Haryana,2010,7. Total Property Stolen & Recovered,8106,23549
Himachal Pradesh,2010,7. Total Property Stolen & Recovered,539,1709
Jammu & Kashmir,2010,7. Total Property Stolen & Recovered,1351,3978
Jharkhand,2010,7. Total Property Stolen & Recovered,2153,10318
Karnataka,2010,7. Total Property Stolen & Recovered,10293,29717
Kerala,2010,7. Total Property Stolen & Recovered,3914,9982
Lakshadweep,2010,7. Total Property Stolen & Recovered,3,7
Madhya Pradesh,2010,7. Total Property Stolen & Recovered,11549,34358
Maharashtra,2010,7. Total Property Stolen & Recovered,27960,80663
Manipur,2010,7. Total Property Stolen & Recovered,37,665
Meghalaya,2010,7. Total Property Stolen & Recovered,232,952
Mizoram,2010,7. Total Property Stolen & Recovered,1112,1371
Nagaland,2010,7. Total Property Stolen & Recovered,125,785
Odisha,2010,7. Total Property Stolen & Recovered,5690,12691
Puducherry,2010,7. Total Property Stolen & Recovered,325,625
Punjab,2010,7. Total Property Stolen & Recovered,5885,9873
Rajasthan,2010,7. Total Property Stolen & Recovered,8551,28152
Sikkim,2010,7. Total Property Stolen & Recovered,38,134
Tamil Nadu,2010,7. Total Property Stolen & Recovered,16125,21509
Tripura,2010,7. Total Property Stolen & Recovered,192,879
Uttar Pradesh,2010,7. Total Property Stolen & Recovered,9130,35068
Uttarakhand,2010,7. Total Property Stolen & Recovered,964,2234
West Bengal,2010,7. Total Property Stolen & Recovered,4548,23759
